TYPE,COUNT,CATEGORY
FLOWER EXTRACT TREATMENT,1,OTHER
LIPOPOLYSACCHARIDE CHALLENGE,1,OTHER
MORRIS WATER MAZE PARAMETERS,1,OTHER
COGNITIVE METRIC,1,OTHER
TISSUE BIOMARKERS,1,OTHER
CLUSTER OF DIFFERENTIATION 86,1,OTHER
NEURONAL CELL PHENOTYPE,1,OTHER
IMMUNE CELL PHENOTYPE SWITCHING,1,OTHER
HIPPOCAMPAL PATHOLOGY,1,OTHER
BIOLOGICAL SUPPORT MECHANISM,1,OTHER
PATHOLOGICAL GLIAL ACTIVATION,1,OTHER
NEUROPROTECTIVE MOLECULES,1,OTHER
BEHAVIORAL AND COGNITIVE FUNCTIONS,1,OTHER
BIOLOGICAL CONNECTION,1,OTHER
INTEGRATED SIGNALING SYSTEM,1,OTHER
NEUROINFLAMMATORY IMBALANCE,1,OTHER
PRO-INFLAMMATORY MARKERS,1,OTHER
ANTI-INFLAMMATORY MARKERS,1,OTHER
PATHOLOGICAL SIGNALING,1,OTHER
NEUROPROTECTIVE ENVIRONMENT,1,OTHER
TRANSPORTER ACTIVITY CHANGE,1,OTHER
INTESTINAL PHYSIOLOGICAL MEASUREMENTS,1,OTHER
TRANSPORTER EXPRESSION RESTORATION,1,OTHER
TRANSPORTER REGULATION PROCESS,1,OTHER
PROTECTIVE BARRIER MECHANISM,1,OTHER
XENOBIOTIC SUBSTANCES,1,OTHER
REGULATORY SIGNALS,1,OTHER
PATHOLOGICAL INTERPLAY,1,OTHER
DRUG RESPONSE PARAMETERS,1,OTHER
PHARMACOLOGICAL VARIATION,1,OTHER
METABOLIC PROTEINS,1,OTHER
TRIPEPTIDE ANTIOXIDANT,1,OTHER
CONJUGATION PRODUCT,1,OTHER
IN VITRO TRANSPORT ASSAY,1,OTHER
IN VITRO PERMEABILITY ASSAY,1,OTHER
INFLAMMATORY MEASUREMENTS,1,OTHER
OXIDATIVE STRESS MEASUREMENTS,1,OTHER
BARRIER FUNCTION MEASUREMENTS,1,OTHER
TRANSPORTER MEASUREMENTS,1,OTHER
TRANSPORTER MEASUREMENT,1,OTHER
TRANSPORTER SUBSTRATE EFFLUX,1,OTHER
SYSTEMIC INFLAMMATORY AND REDOX STATE,1,OTHER
SYSTEMIC INFLAMMATORY AND REDOX MEDIATORS,1,OTHER
SYSTEMIC ENDOTOXIN,1,OTHER
INFLAMMATORY AND REDOX MARKERS,1,OTHER
OXIDATIVE STRESS PARAMETERS,1,OTHER
TOXIC COMPOUND ACCUMULATION,1,OTHER
INTESTINAL STRUCTURAL OR FUNCTIONAL CHANGES,1,OTHER
SUPPLEMENTATION CONDITION,1,OTHER
PROBIOTIC PRODUCTS,1,OTHER
SAFETY AND EFFICACY CHARACTERISTIC,1,OTHER
MICROBIOME AND HOST TARGETS,1,OTHER
ANATOMICAL AND FUNCTIONAL CHARACTERISTICS,1,OTHER
TEST SUBSTANCES,1,OTHER
STORAGE METHOD,1,OTHER
DNA END,1,OTHER
RNA ANNOTATION DATABASE,1,OTHER
PH BUFFER,1,OTHER
STIRRING RATE,1,OTHER
IN VITRO CONTROL,1,OTHER
IN VITRO TREATMENT,1,OTHER
EX VIVO SAMPLE,1,OTHER
PROBIOTIC AND THERAPEUTIC AGENTS,1,OTHER
ANALYTICAL IDENTIFICATION,1,OTHER
RNA QUANTIFICATION INSTRUMENT,1,OTHER
CELL PRESERVATION SYSTEM,1,OTHER
BACTERIAL TAXA OR METABOLIC PROCESS,1,OTHER
MICROBIAL PERSISTENCE TRAIT,1,OTHER
THERAPEUTIC OUTCOME TRAIT,1,OTHER
INFLAMMATORY REGULATORY PATHWAY,1,OTHER
GUT SIMULATOR SYSTEM,1,OTHER
EXPERIMENTAL ANALYSIS TYPE,1,OTHER
EXPERIMENTAL PERFORMANCE METRIC,1,OTHER
TOXICOLOGY STUDY,1,OTHER
THERAPEUTIC MICROBIOME CLASSIFICATION,1,OTHER
CLINICAL APPLICATION STAGE,1,OTHER
BACTERIAL SPECIES FROM CLINICAL SOURCE,1,OTHER
HOST NERVOUS SYSTEM COMPONENT,1,OTHER
HOST ENDOCRINE SYSTEM COMPONENT,1,OTHER
HOST NEUROLOGICAL FUNCTION,1,OTHER
MICROBIAL COMMUNITY FROM DISEASE STATE,1,OTHER
ANATOMICAL BARRIER DYSFUNCTION,1,OTHER
NEUROTRANSMITTER QUANTIFICATION METHOD,1,OTHER
NITRIC OXIDE QUANTIFICATION METHOD,1,OTHER
DISORDER CATEGORY,1,OTHER
BEHAVIORAL LOCATION PREFERENCE,1,OTHER
MICROBIOTA-HOST DYSFUNCTION,1,OTHER
DIAGNOSTIC AND PROGNOSTIC TOOL,1,OTHER
MOLECULAR THERAPY,1,OTHER
IMMUNE-BASED THERAPY,1,OTHER
RADIOTHERAPY TREATMENT,1,OTHER
RADIATION THERAPY METHOD,1,OTHER
CHEMOTHERAPY AGENTS,1,OTHER
PATIENT COHORT WITH EGFR MUTATIONS,1,OTHER
TARGETED THERAPY AGENTS,1,OTHER
ORAL SAMPLE COLLECTION,1,OTHER
POST-TREATMENT TIME POINT,1,OTHER
CANCER HISTOLOGICAL CLASSIFICATION,1,OTHER
COG FUNCTIONAL CLASSIFICATION,1,OTHER
CLINICAL PERFORMANCE METRIC,1,OTHER
ADHERENT PATHOGENIC MICROORGANISMS,1,OTHER
HEALTH-PROMOTING MICROBIAL FUNCTION,1,OTHER
HEALTHY VAGINAL MICROBIOTA,1,OTHER
PROBIOTIC TREATMENT OUTCOME,1,OTHER
DIAGNOSTIC CRITERION SET,1,OTHER
MICROBIOLOGICAL QUANTIFICATION TECHNIQUE,1,OTHER
MICROSCOPIC EXAMINATION TECHNIQUE,1,OTHER
MICROBIAL STRAIN REPOSITORY,1,OTHER
CLINICAL TRIAL DOCUMENTATION,1,OTHER
TRIAL METHODOLOGY,1,OTHER
SAMPLE SIZE CALCULATION,1,OTHER
RANDOMIZATION DOCUMENTATION,1,OTHER
STUDY PERSONNEL AND PARTICIPANTS,1,OTHER
PARTICIPANT INFORMATION,1,OTHER
VAGINAL PH PARAMETER,1,OTHER
QUALITY OF LIFE MEASURES,1,OTHER
DIAGNOSTIC CRITERION PREVALENCE,1,OTHER
DIAGNOSTIC SCORE RANGE,1,OTHER
DIAGNOSTIC GRADING SYSTEM,1,OTHER
INTERVENTION VARIABLE,1,OTHER
MICROBIOTA MODIFICATION OUTCOME,1,OTHER
DYSBIOTIC VAGINAL MICROBIAL STATE,1,OTHER
BIDIRECTIONAL MICROBIAL COMMUNICATION SYSTEM,1,OTHER
SYSTEMIC COMMUNICATION PATHWAY,1,OTHER
IMMUNE SYSTEM COMMUNICATION PATHWAY,1,OTHER
ENDOCRINE COMMUNICATION SYSTEM,1,OTHER
PATHOGEN INHIBITION MECHANISM,1,OTHER
BACTERIAL COMMUNITY PROCESS,1,OTHER
VAGINAL MICROBIAL STATE,1,OTHER
PROBIOTIC BLEND,1,OTHER
PROBIOTIC ESTABLISHMENT PROCESS,1,OTHER
VAGINAL MICROBIAL COMMUNITY STATE,1,OTHER
SOCIAL EFFECT,1,OTHER
LABORATORY CONDITIONS,1,OTHER
SKIN THICKENING,1,OTHER
MICROBIAL INFECTION PATHWAY,1,OTHER
ACTIVE COMPOUNDS,1,OTHER
SKIN MOISTURIZING AGENT,1,OTHER
RHEUMATIC DISEASE,1,OTHER
CYTOKINE SIGNALING EVENT,1,OTHER
ANIMAL CARE PROCEDURE,1,OTHER
CELL TREATMENT AGENTS,1,OTHER
DENSITOMETRIC MEASUREMENT,1,OTHER
COMPUTATIONAL DATABASES,1,OTHER
DISEASE GENE DATABASES,1,OTHER
COMPUTATIONAL OPTIMIZATION,1,OTHER
DISEASE-ASSOCIATED TARGETS,1,OTHER
OVERLAPPING TARGETS,1,OTHER
SHARED PROTEIN TARGETS,1,OTHER
PHOSPHORYLATED PROTEIN TYROSINE KINASE,1,OTHER
KERATINOCYTE GENE EXPRESSION,1,OTHER
MONOTERPENE ALCOHOLS,1,OTHER
IMMUNE CELL RECRUITMENT MECHANISM,1,OTHER
IMMUNE CELL ACTIVATION MECHANISM,1,OTHER
SIGNALING CROSS-TALK,1,OTHER
KINASE PROTEINS,1,OTHER
SIGNALING PATHWAY INHIBITION MECHANISM,1,OTHER
PHYSICAL LIMITATION,1,OTHER
ALZHEIMER'S DISEASE MODEL,1,OTHER
SPATIAL RELATIONSHIP METRIC,1,OTHER
CELLULAR PHENOTYPIC CHANGE,1,OTHER
NEURONAL MECHANISM,1,OTHER
NEUROINFLAMMATORY MECHANISM,1,OTHER
PHOTOBIOMODULATION WAVEFORM,1,OTHER
METABOLITE-MEDIATED SIGNALING,1,OTHER
EARLY-LIFE PHARMACOLOGICAL EXPOSURE,1,OTHER
DEVELOPMENTAL IMMUNOLOGICAL PROCESS,1,OTHER
PULMONARY HEALTH PHENOTYPE,1,OTHER
PHARMACOLOGICAL FACTOR,1,OTHER
CHRONIC RESPIRATORY DISEASE IN CHILDREN,1,OTHER
ENROLLMENT STATUS,1,OTHER
RESPONDENT,1,OTHER
DATA PARAMETER,1,OTHER
CLUSTER CENTER,1,OTHER
BLOOD CELL COUNT ASSAY,1,OTHER
PHYSICAL ACTIVITY FREQUENCY,1,OTHER
ASTHMA PHENOTYPE SUBGROUPS,1,OTHER
DIETARY ADHERENCE SUBGROUPS,1,OTHER
DIETARY PATTERN SUBGROUPS,1,OTHER
DIETARY ADHERENCE LEVEL,1,OTHER
PHARMACOLOGICAL DATA,1,OTHER
COMBINED INTERVENTION AND BEHAVIORAL FACTORS,1,OTHER
AMPLICON SEQUENCE VARIANT COMPARISON,1,OTHER
HEALTH CRITERIA,1,OTHER
BLOOD CELL COUNT BIOMARKER,1,OTHER
BACTERIAL FAMILY AND GENUS BIOMARKER,1,OTHER
SHARED MICROBIAL FACTORS,1,OTHER
TRANSCRIPTION FACTOR AND SIGNALING MOLECULES,1,OTHER
BACTERIAL TAXA AND PRODUCTS,1,OTHER
UPDATED DIAGNOSTIC CRITERIA,1,OTHER
DIAGNOSTIC CRITERIA SETS,1,OTHER
INFECTIOUS DISEASE IN NEWBORNS,1,OTHER
TAXONOMIC DATABASE ANNOTATION,1,OTHER
VAGINAL COMMUNITY COMPOSITION CHANGE,1,OTHER
COLONIZATION RISK,1,OTHER
CLINICAL SAMPLE COLLECTION METHOD,1,OTHER
VAGINAL PHYSIOLOGICAL PROPERTY,1,OTHER
VAGINAL COMMUNITY STATE TYPES,1,OTHER
BACTERIAL COMMUNITY IN BIOFILM,1,OTHER
MICROBIAL COMMUNITY MECHANISMS,1,OTHER
ECOLOGICAL COORDINATION,1,OTHER
LONGITUDINAL SAMPLING STRATEGY,1,OTHER
MICROBIAL GENETIC RELATIONSHIP,1,OTHER
FUNCTIONAL MEASUREMENTS,1,OTHER
COMBINED INTERVENTION STRATEGY,1,OTHER
PREDICTIVE BIOMARKER DISCOVERY,1,OTHER
PRELIMINARY RESEARCH FINDINGS,1,OTHER
MICROBIOTA COMPOSITIONAL RELATIONSHIP,1,OTHER
VAGINAL MICROBIOTA DYSBIOSIS PATTERN,1,OTHER
MATERNAL MICROBIOTA DYSBIOSIS,1,OTHER
PERINATAL HEALTH OUTCOME,1,OTHER
GEOLOGICAL FEATURE,1,OTHER
CURRENT VELOCITY MEASUREMENT,1,OTHER
CARBON DIOXIDE CONCENTRATION MEASUREMENT,1,OTHER
DISSOLVED OXYGEN CONCENTRATION MEASUREMENT,1,OTHER
METHANE CONCENTRATION MEASUREMENT,1,OTHER
SQUAT LOBSTER SPECIES,1,OTHER
SPONGE FAMILY,1,OTHER
ENVIRONMENTAL COMPONENTS,1,OTHER
CHEMOSYNTHETIC ENVIRONMENT,1,OTHER
ENERGY PROVISION,1,OTHER
MICROBIAL ECOLOGY SOFTWARE,1,OTHER
PAIRWISE DISTANCE DATA,1,OTHER
DENDROGRAM,1,OTHER
PAIRWISE DISTANCE METRIC,1,OTHER
ORDINATION ALGORITHM,1,OTHER
CONSERVED PROTEIN MARKERS,1,OTHER
GENOMIC PROPERTY RANGE,1,OTHER
GENOMIC STRATEGY,1,OTHER
SPONGE HOST,1,OTHER
ANTIOXIDANT ENZYME AND METABOLITE MEASUREMENTS,1,OTHER
FARMING CONDITION,1,OTHER
CELLULAR OXIDANT GENERATION,1,OTHER
FISH SPECIES SCIENTIFIC NAME,1,OTHER
FILTERED SEQUENCE READS,1,OTHER
CHIMERA-FILTERED SEQUENCE READS,1,OTHER
PHYSIOLOGICAL RISK,1,OTHER
SKIN ANATOMICAL STRUCTURE,1,OTHER
ANTIMICROBIAL RESISTANCE DETERMINANT,1,OTHER
LIPID-MICROBE ASSOCIATION,1,OTHER
CLINICAL INFLAMMATORY MARKERS,1,OTHER
PSYCHOLOGICAL AND SOCIAL IMPACT,1,OTHER
KERATIN ACCUMULATION PHENOTYPE,1,OTHER
PATTERN RECOGNITION MECHANISM,1,OTHER
SKIN BARRIER INTEGRITY,1,OTHER
INTER-MICROBIAL PROCESS,1,OTHER
PATHOLOGICAL SKIN MICROENVIRONMENT,1,OTHER
MICROBIAL CLASSIFICATION APPROACH,1,OTHER
ACNE PATIENTS,1,OTHER
STANDARDIZATION PROCEDURE,1,OTHER
LIPID COLLECTION DEVICE,1,OTHER
DNA SEQUENCING KIT,1,OTHER
SKIN SENSITIVITY ASSAY,1,OTHER
CONTROL SKIN SITE,1,OTHER
METAGENOMIC SEQUENCING METRIC,1,OTHER
VIRULENCE FACTOR GROUP,1,OTHER
ACNE PATHOPHYSIOLOGY,1,OTHER
SEQUENCING SIGNAL,1,OTHER
SKIN DISEASE SEVERITY,1,OTHER
LIPID SECRETION INCREASE,1,OTHER
BACTERIAL POPULATION AND METABOLIC CONDITION,1,OTHER
IMMUNE EPITOPE,1,OTHER
MICROBIAL AND LIPID SIGNATURE,1,OTHER
LIPID SIGNATURE,1,OTHER
LIPID CHARACTERIZATION METHOD,1,OTHER
LIPID COMPOSITION IMBALANCE,1,OTHER
MICROBIAL COLONIZATION SOURCE,1,OTHER
SURGICAL PATIENT,1,OTHER
BIOFILM DETECTION ASSAY,1,OTHER
ROTATOR CUFF INJURY,1,OTHER
MASS SPECTROMETRY-BASED IDENTIFICATION METHOD,1,OTHER
SURGICAL PROTECTIVE EQUIPMENT,1,OTHER
SURGICAL EQUIPMENT,1,OTHER
SURGICAL INSTRUMENTS AND DEVICES,1,OTHER
CATHETER-RELATED INFECTION,1,OTHER
HEART INFECTION,1,OTHER
GENITAL INFECTION,1,OTHER
HUMAN SKIN MICROBIOTA,1,OTHER
BACTERIAL BIOFILM FORMATION PROCESS,1,OTHER
BACTERIAL BIOFILM FORMATION CAPABILITY,1,OTHER
BACTERIAL PERSISTENCE PHENOTYPE,1,OTHER
BACTERIAL IMMUNE EVASION STRATEGY,1,OTHER
CLINICAL FACILITY COMPARTMENT,1,OTHER
BACTERIAL PHENOTYPIC FEATURES,1,OTHER
NUTRIENT MOVEMENT METRIC,1,OTHER
SOIL ECOSYSTEM STABILITY,1,OTHER
BIOGEOCHEMICAL PERTURBATION,1,OTHER
SOIL PROPERTY ALTERATION,1,OTHER
WILD-TYPE PLANT LINE,1,OTHER
COTTON PLANT,1,OTHER
SOIL SAMPLING TOOL,1,OTHER
SOIL NUTRIENT AND CHEMICAL PROPERTY,1,OTHER
TRANSGENIC COTTON SAMPLES,1,OTHER
SOIL PROPERTY GRADIENT,1,OTHER
SOIL PROPERTY RISK,1,OTHER
ECOLOGICAL INTERACTION METRIC,1,OTHER
SOIL NUTRIENT DYNAMIC,1,OTHER
PLANT EXUDATE RELEASE,1,OTHER
GENETIC EFFECT INDICATOR,1,OTHER
PLANT CHEMICAL SIGNALING,1,OTHER
METABOLIC DISEASE SUBTYPE,1,OTHER
EVALUATION MEASURE,1,OTHER
TEST SPECIFICATION,1,OTHER
SHARED MICROBIAL ALTERATIONS,1,OTHER
BACTERIAL SPECIES AND PLANT ALKALOID COMBINATION,1,OTHER
MICROBIAL COMMUNITY AND FUNCTIONAL ALTERATIONS,1,OTHER
MICROBIAL COMMUNITY-FUNCTION ASSOCIATION,1,OTHER
SOIL ORGANIC MATTER PROPERTY,1,OTHER
CANDIDATE BACTERIAL GENUS,1,OTHER
FERTILIZATION APPROACH,1,OTHER
AMMONIA-OXIDIZING BACTERIUM,1,OTHER
FERTILIZATION PARAMETER,1,OTHER
EXCESSIVE NUTRIENT APPLICATION CONDITION,1,OTHER
STRESS ASSESSMENT TOOL,1,OTHER
FATIGUE ASSESSMENT TOOL,1,OTHER
ORAL CARE PRACTICE,1,OTHER
REFERENCE MICROBIAL PROFILE,1,OTHER
FATIGUE-RELATED DISEASE,1,OTHER
POPULATION WITHOUT SYSTEMIC DISEASE,1,OTHER
INTERACTING BIOLOGICAL SYSTEMS,1,OTHER
WORKFORCE SHORTAGE,1,OTHER
HEALTHCARE QUALITY OUTCOME,1,OTHER
ORAL MICROBIOME SAMPLING METHOD,1,OTHER
AUTOMATED ELECTROPHORESIS SYSTEM,1,OTHER
OCCUPATIONAL HISTORY,1,OTHER
LIVING ARRANGEMENT,1,OTHER
CORE MICROBIOME MEMBER,1,OTHER
OCCUPATIONAL STRESSOR,1,OTHER
MALADAPTIVE BEHAVIOR,1,OTHER
DYNAMIC CHARACTERISTIC,1,OTHER
ACADEMIC TIME PERIOD,1,OTHER
REFERENCE STATE,1,OTHER
MEASUREMENT OCCASIONS,1,OTHER
HEALTH METRIC,1,OTHER
WELLNESS INTERVENTION,1,OTHER
TEMPORAL SAMPLING CONTROL,1,OTHER
ORDINATION PROPERTY,1,OTHER
ORDINATION QUALITY METRIC,1,OTHER
DISCRIMINATIVE FEATURES,1,OTHER
HOST ANATOMICAL CHARACTERISTIC,1,OTHER
ECOLOGICAL MICROBIAL SOURCE,1,OTHER
HOST EXPOSURE CONDITION,1,OTHER
HOST DISEASE PROCESS,1,OTHER
HOST ECOLOGICAL BEHAVIOR,1,OTHER
BIOLOGICAL METABOLIC PATHWAY,1,OTHER
TEAR FILM STABILITY MEASURE,1,OTHER
OCULAR INFLAMMATORY CONDITION,1,OTHER
BACTERIAL RRNA GENE SEQUENCING METHOD,1,OTHER
ANTIMALARIAL IMMUNOSUPPRESSANT DRUG,1,OTHER
TEAR SECRETION ASSESSMENT METHOD,1,OTHER
TEAR FILM STABILITY ASSESSMENT METHOD,1,OTHER
CORNEAL EPITHELIAL DAMAGE ASSESSMENT METHOD,1,OTHER
CONJUNCTIVAL EPITHELIAL DAMAGE ASSESSMENT METHOD,1,OTHER
DRY EYE DISEASE SEVERITY CLASSIFICATION SYSTEM,1,OTHER
QUALITATIVE DESCRIPTOR,1,OTHER
GENUS-LEVEL MICROBIOME COMPOSITION,1,OTHER
FAMILY-LEVEL MICROBIOME COMPOSITION,1,OTHER
SEVERE MUCOCUTANEOUS REACTION,1,OTHER
OCULAR COMPLICATION OF DIABETES,1,OTHER
OCULAR SURFACE DISEASE SEVERITY MEASURE,1,OTHER
OCULAR IMMUNE-MEDIATED PATHOLOGY,1,OTHER
HOST-MICROBIOTA INTERACTION PROPERTY,1,OTHER
AQUACULTURE OPERATIONAL STATE,1,OTHER
FISH LIFE STAGES,1,OTHER
ETIOLOGICAL HYPOTHESIS,1,OTHER
ANESTHETIC COMPOUND,1,OTHER
RAREFACTION THRESHOLD,1,OTHER
GILL TISSUE STRUCTURE,1,OTHER
HEALTHY PHENOTYPE IN JUVENILE FISH,1,OTHER
INTRINSIC BIOLOGICAL FACTORS,1,OTHER
EXTRINSIC BIOLOGICAL FACTORS,1,OTHER
HOST LIFE HISTORY PARAMETER,1,OTHER
MICROBIOTA DEVELOPMENTAL CHANGE,1,OTHER
BACTERIAL DEFENSE FUNCTION,1,OTHER
BACTERIAL PROPERTY CHANGE,1,OTHER
ECOLOGICAL DEFENSE MECHANISM,1,OTHER
HOST CONDITION CHANGE,1,OTHER
RANDOM ECOLOGICAL EVENTS,1,OTHER
HOST DISEASE EFFECT,1,OTHER
HOST CONTROL MECHANISM,1,OTHER
DISEASE DYNAMICS MODEL,1,OTHER
POULTRY SOURCE,1,OTHER
PATHOGENIC GENE CATEGORY,1,OTHER
FARM OUTCOME,1,OTHER
INFECTED HOST PHENOTYPE,1,OTHER
MICROBIOME ENGINEERING INTERVENTION,1,OTHER
GENETICALLY ENGINEERED PROBIOTIC,1,OTHER
LIVESTOCK OUTCOME,1,OTHER
CHICKEN POPULATION,1,OTHER
CELL CULTURE EXPERIMENT,1,OTHER
SECOND-GENERATION SEQUENCING METHOD,1,OTHER
EXTRACHROMOSOMAL DNA ELEMENTS,1,OTHER
PATHOGENICITY DETERMINANT,1,OTHER
CAZYME-ASSOCIATED GENES,1,OTHER
CORE GENE,1,OTHER
GENOMIC SEQUENCE REPOSITORY,1,OTHER
BACTERIAL STAINING PROPERTY,1,OTHER
HYDROPHOBICITY MEASUREMENT,1,OTHER
TRANSFER RNA COUNT,1,OTHER
TRANSFER-MESSENGER RNA COUNT,1,OTHER
MISCELLANEOUS RNA COUNT,1,OTHER
CRISPR SEQUENCE COUNT,1,OTHER
FUNCTIONAL ANNOTATION COUNT,1,OTHER
PATHOGEN BIOSYNTHETIC PROCESS,1,OTHER
PATHOGEN METABOLIC PATHWAY,1,OTHER
FUNCTIONAL EFFECTIVENESS,1,OTHER
ANTIOXIDANT CAPABILITY,1,OTHER
ANTIMICROBIAL GENE CLUSTER,1,OTHER
BACTERIOCIN BIOSYNTHESIS GENE,1,OTHER
BACTERIOCIN BIOSYNTHESIS,1,OTHER
SYNERGISTIC ANTIMICROBIAL MECHANISM,1,OTHER
PROBIOTIC STRAIN QUALITY,1,OTHER
HOUSEKEEPING GENE MARKER,1,OTHER
HEMOLYSIS ASSAY,1,OTHER
GROWTH RATE TRAIT,1,OTHER
GLUCOSE METABOLISM MODULATOR,1,OTHER
PEPTIDE METABOLITES,1,OTHER
ALTERED METABOLIC PRODUCTS,1,OTHER
ANTIMICROBIAL PERTURBATION EFFECT,1,OTHER
ANIMAL METABOLIC TRAIT,1,OTHER
FARMING METHOD,1,OTHER
AGRICULTURAL COMMODITY COST,1,OTHER
DOSE VARIATION,1,OTHER
EXPERIMENTAL INTERACTION FACTOR,1,OTHER
BACTERIAL METABOLITE ELEVATION,1,OTHER
HOST GASTROINTESTINAL TRAIT,1,OTHER
HOST HORMONAL FACTORS,1,OTHER
SEX HORMONES,1,OTHER
PROBIOTIC PERFORMANCE,1,OTHER
HOST METABOLIC TRAITS,1,OTHER
HOST GASTROINTESTINAL SYSTEM,1,OTHER
POPULATION RANKING,1,OTHER
LIFE CYCLE TRAIT,1,OTHER
GENOMIC ADAPTATION,1,OTHER
PLANT TISSUE FLUID,1,OTHER
SPATIAL VARIATION PROPERTY,1,OTHER
CONTROL METHOD,1,OTHER
PHYLUM ABUNDANCE MEASUREMENT,1,OTHER
CLIMATIC SPATIAL VARIATION,1,OTHER
POPULATION LOCATION,1,OTHER
DETOXIFYING ENZYME,1,OTHER
BIOGEOGRAPHICAL PATTERN,1,OTHER
EVOLUTIONARY ADAPTATION MECHANISM,1,OTHER
PROBIOTIC ASSESSMENT ASSAY,1,OTHER
DIGESTIVE COMPOUND,1,OTHER
MEAT PRODUCT CATEGORY,1,OTHER
GEOGRAPHICAL INDICATION CERTIFICATION,1,OTHER
GEOGRAPHICAL INDICATION,1,OTHER
MINERAL SALT,1,OTHER
ANIMAL TISSUE CASING,1,OTHER
SYNTHETIC CASING MATERIAL,1,OTHER
PROCESS DURATION,1,OTHER
MICROBIAL CULTURE TYPE,1,OTHER
ANTAGONISM MEASUREMENT,1,OTHER
STANDARDIZED BACTERIAL CONCENTRATION,1,OTHER
FUNCTIONAL ROLE IN FERMENTATION,1,OTHER
INTESTINAL PARASITIC DISEASE,1,OTHER
DRUG-BASED PREVENTION STRATEGY,1,OTHER
SEQUENCE FILTERING CRITERION,1,OTHER
HOST EFFICIENCY METRIC,1,OTHER
PROBIOTIC PROTECTION MECHANISM,1,OTHER
BACTERIAL FAMILY AND SPECIES,1,OTHER
BACTERIAL METABOLIC DYSFUNCTION,1,OTHER
HOST BIOMARKER,1,OTHER
METABOLIC HOMEOSTASIS PROCESS,1,OTHER
ECOLOGICAL INTERACTION EFFECT,1,OTHER
MICROBIAL COMMUNITY NETWORK DYSFUNCTION,1,OTHER
BASE-CALLING AND DEMULTIPLEXING SOFTWARE,1,OTHER
TAXONOMIC REFERENCE DATABASE AND ALIGNMENT TOOL,1,OTHER
TAXONOMIC PROFILING DATA,1,OTHER
ORTHOLOG CLASSIFICATION,1,OTHER
HETEROGENEITY ASSESSMENT METRIC,1,OTHER
MODULARITY METRIC,1,OTHER
PROCESSED ABUNDANCE MEASUREMENT,1,OTHER
INTERACTION VARIABLE,1,OTHER
ENZYMATIC AND GENETIC FEATURES,1,OTHER
MICROBIAL INTERACTION CHARACTERISTIC,1,OTHER
MICROBIOTA STRUCTURAL CHANGE,1,OTHER
MICROBIOTA NETWORK FEATURE,1,OTHER
MICROBIAL INTERACTION SET,1,OTHER
BACTERIAL GENUS WITH INFLAMMATORY ASSOCIATION,1,OTHER
MICROBIAL CO-ABUNDANCE RELATIONSHIP SET,1,OTHER
ENZYME FUNCTIONS,1,OTHER
RESEARCH PROPOSITION,1,OTHER
MICROBIAL COMMUNITY NETWORK STATE,1,OTHER
MICROBIAL COMMUNITY INTERACTION STATE,1,OTHER
MICROBIAL REGULATORY STATE,1,OTHER
SOIL BIOLOGICAL COMPONENT,1,OTHER
REMEDIATION MECHANISM,1,OTHER
PLANT SURVIVAL PHENOTYPE,1,OTHER
PLANT-PLANT INTERACTION MECHANISM,1,OTHER
ALLELOCHEMICAL ACCUMULATION,1,OTHER
BIOCHAR APPLICATION RATE,1,OTHER
SOIL AMENDMENT STRATEGY,1,OTHER
SOIL AMENDMENT SYSTEM,1,OTHER
REMEDIATION FUNCTION,1,OTHER
BINDER MATERIAL,1,OTHER
IRON ION COFACTOR,1,OTHER
PLANT-ENVIRONMENT INTERACTION,1,OTHER
SOIL ENZYME ACTIVITIES,1,OTHER
SOIL METABOLITE ACCUMULATION,1,OTHER
NUTRIENT TRANSFORMATION,1,OTHER
SOIL CONTAMINANT CONDITION,1,OTHER
SOIL NUTRIENT CYCLING PROCESS,1,OTHER
MICROBIAL AND ENZYMATIC CHANGE,1,OTHER
SOIL REMEDIATION MECHANISM,1,OTHER
SOIL AMENDMENT PRODUCTION METHOD,1,OTHER
SOIL AMENDMENT APPLICATION METHOD,1,OTHER
SOIL ALLELOCHEMICAL CONCENTRATION,1,OTHER
PLANT-DERIVED INHIBITORY COMPOUNDS,1,OTHER
MEMBRANE BIOCHEMICAL PROPERTY,1,OTHER
ANTIBIOTIC ACTIVITY,1,OTHER
NEUROTRANSMITTER HORMONES,1,OTHER
EUKARYOTIC SIGNALING PATHWAY,1,OTHER
FERMENTED BEVERAGE SUBSTRATE,1,OTHER
STRAIN SOURCE,1,OTHER
HORMONE PREPARATION,1,OTHER
ANAEROBIC INCUBATION SYSTEM,1,OTHER
ANAEROBIC GAS GENERATOR,1,OTHER
CELL WALL DEGRADING ENZYMES,1,OTHER
PERMEABILIZATION TREATMENT,1,OTHER
BIOFILM STRUCTURAL FEATURES,1,OTHER
PRIMER VALIDATION METHOD,1,OTHER
NEGATIVE CONTROL RESULT,1,OTHER
ASSAY VALIDATION,1,OTHER
QPCR CYCLING PROTOCOL,1,OTHER
QPCR DATA ANALYSIS,1,OTHER
ANTIBIOTIC AT ULTRALOW CONCENTRATION,1,OTHER
MEDIUM PRE-INCUBATION CONDITION,1,OTHER
BACTERIAL COMMUNITY GROWTH FORM,1,OTHER
"HORMONE, SOLVENT, AND ANTIBIOTIC COMBINATION",1,OTHER
MEMBRANE BIOPHYSICAL PROPERTY,1,OTHER
